kind	name	refCount	postCount	changeCount	commitCount	smellCount	hasSmell	LOC	Nesting	WMC	DIT	NOC	CBO	RFC	LCOM	ADD	ADDING_ATTRIBUTE_MODIFIABILITY	ADDING_CLASS_DERIVABILITY	ADDING_METHOD_OVERRIDABILITY	ADDITIONAL_CLASS	ADDITIONAL_FUNCTIONALITY	ADDITIONAL_OBJECT_STATE	ALTERNATIVE_PART_DELETE	ALTERNATIVE_PART_INSERT	ATTRIBUTE_RENAMING	ATTRIBUTE_TYPE_CHANGE	CLASS_RENAMING	COMMENT_DELETE	COMMENT_INSERT	COMMENT_MOVE	COMMENT_UPDATE	CONDITION_EXPRESSION_CHANGE	DECREASING_ACCESSIBILITY_CHANGE	DELETE	DOC_DELETE	DOC_INSERT	DOC_UPDATE	METHOD_RENAMING	MODIFY	PARAMETER_DELETE	PARAMETER_INSERT	PARAMETER_ORDERING_CHANGE	PARAMETER_RENAMING	PARAMETER_TYPE_CHANGE	PARENT_CLASS_CHANGE	PARENT_CLASS_DELETE	PARENT_CLASS_INSERT	PARENT_INTERFACE_CHANGE	PARENT_INTERFACE_DELETE	PARENT_INTERFACE_INSERT	REMOVED_CLASS	REMOVED_FUNCTIONALITY	REMOVED_OBJECT_STATE	REMOVING_ATTRIBUTE_MODIFIABILITY	REMOVING_CLASS_DERIVABILITY	REMOVING_METHOD_OVERRIDABILITY	RETURN_TYPE_CHANGE	RETURN_TYPE_DELETE	RETURN_TYPE_INSERT	STATEMENT_DELETE	STATEMENT_INSERT	STATEMENT_ORDERING_CHANGE	STATEMENT_PARENT_CHANGE	STATEMENT_UPDATE	UNCLASSIFIED_CHANGE	ForwardEngineering	ReEngineering	CorrectiveEngineering	Management	usageCount	refDensity
Public Class	android.graphics.PaintFlagsDrawFilter	21	19	17	5	0	0	10	0	1	1	0	0	17	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	15	10	0	10	212	0.0991
Public Class	android.graphics.Path	14435	3002	314	38	0	0	317	3	65	0	0	13	95	82	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	7	1	4	4	3	0	36	0	3	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0	200	21	5	0	3	0	256	554	196	277	6056	2.3836
Public Class	android.graphics.PathDashPathEffect	4	4	2	2	0	0	18	0	1	1	0	2	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.4000
Public Class	android.graphics.PathEffect	30	21	2	2	0	0	7	0	1	0	6	1	15	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15.0000
Public Class	android.graphics.PathMeasure	449	204	18	4	0	0	55	1	13	0	0	4	32	82	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	16	0	0	255	1.7608
Public Class	android.graphics.pdf.PdfDocument	398	140	28	6	0	0	172	1	18	0	1	14	28	80	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	4	0	25	33	12	26	6	66.3333
Public Class	android.graphics.Picture	10481	3963	57	10	0	0	92	1	16	0	0	8	32	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	18	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	3	9	0	8	42	51	26	165	63.5212
Public Class	android.graphics.PixelFormat	56	20	114	22	0	0	83	1	22	0	0	2	15	44	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	68	0	0	0	0	0	14	261	25	79	82	0.6829
Public Class	android.graphics.PixelXorXfermode	2	2	5	5	0	0	6	0	1	1	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	2	1.0000
Public Class	android.graphics.Point	11075	3865	128	13	0	0	70	1	17	0	0	4	26	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	6	0	0	18	6	0	0	0	0	0	0	55	15	0	10	5	0	108	78	18	306	8956	1.2366
Public Class	android.graphics.PointF	4398	1171	58	13	0	0	80	1	22	0	0	7	29	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	6	0	0	33	6	0	0	0	0	0	0	0	0	0	0	0	0	24	36	4	110	4263	1.0317
Public Class	android.graphics.PorterDuff	2	2	8	8	0	0	26	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	6	5	0	-1.0000
Public Class	android.graphics.PorterDuffColorFilter	188	132	23	9	0	0	9	0	1	1	0	1	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	3	0	18	39	12	21	1408	0.1335
Public Class	android.graphics.PorterDuffXfermode	1362	1143	14	6	0	0	8	0	1	1	0	1	17	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	12	27	12	12	1574	0.8653
Public Class	android.graphics.RadialGradient	103	73	85	11	0	0	77	1	10	1	0	3	27	64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	12	22	0	0	0	0	0	0	38	0	0	0	2	0	84	103	105	59	461	0.2234
Public Class	android.graphics.Rect	16804	5830	295	46	0	0	255	3	63	0	0	10	53	44	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	44	0	0	0	3	0	0	0	0	0	0	0	0	37	7	0	0	0	0	0	0	115	39	0	26	5	0	73	245	117	254	24037	0.6991
Public Class	android.graphics.RectF	7577	2656	118	21	0	0	256	3	65	0	0	11	52	30	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	2	0	0	21	2	0	0	0	0	0	0	20	0	0	40	2	0	0	50	92	104	9938	0.7624
Public Class	android.graphics.Region	1877	864	103	24	0	0	197	1	39	0	0	11	70	89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	41	6	0	0	0	0	0	3	14	3	0	4	0	0	77	155	74	96	133	14.1128
Public Class	android.graphics.RegionIterator	139	82	2	2	0	0	18	1	4	0	0	4	19	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	34.7500
Public Class	android.graphics.Shader	283	212	104	21	0	0	50	1	8	0	5	2	20	66	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	4	1	4	0	0	0	19	8	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	24	8	0	6	13	0	96	177	109	79	158	1.7911
Public Class	android.graphics.SurfaceTexture	1664	750	381	83	0	0	117	1	21	0	0	15	39	97	3	0	0	0	0	6	0	12	8	0	0	0	0	0	0	0	0	2	0	2	0	23	4	80	4	2	0	0	0	0	0	0	0	0	0	4	62	11	0	0	0	0	6	2	82	56	0	0	10	0	321	450	77	292	531	3.1337
Public Class	android.graphics.SweepGradient	59	38	73	11	0	0	61	1	8	1	0	2	27	66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	12	18	0	0	0	0	0	0	30	0	0	0	2	0	72	91	87	53	76	0.7763
Public Class	android.graphics.Typeface	13009	4281	145	36	0	0	110	2	21	0	0	7	32	93	1	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	2	3	1	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	0	50	4	0	4	4	0	201	128	21	98	5714	2.2767
Public Class	android.graphics.Xfermode	16	14	18	6	0	0	11	1	1	0	3	1	15	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	16	36	16	16	2	8.0000
Public Class	android.graphics.YuvImage	9017	3473	129	14	1	1	111	1	23	0	0	4	24	69	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	23	0	11	6	6	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	30	8	0	2	6	0	12	60	74	145	46	196.0217
Public Class	android.hardware.Camera	36414	6412	5199	551	1	1	1210	3	60	0	0	42	72	97	1	0	0	0	21	40	91	16	3	43	0	0	40	6	7	0	46	12	1	94	0	824	22	549	57	33	11	2	0	0	0	0	0	0	0	37	538	650	0	0	0	0	0	10	981	618	40	179	221	0	2471	4031	1291	5447	1895	19.2158
Public Class	android.hardware.ConsumerIrManager	65	24	8	4	0	0	66	2	12	0	0	6	17	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	10	3	21.6667
Public Class	android.hardware.display.DisplayManager	77	28	563	55	0	0	123	2	28	0	0	11	32	90	2	0	0	0	4	20	20	0	0	8	4	0	0	6	0	0	1	4	0	4	4	36	11	53	5	9	0	0	0	0	0	0	0	0	0	6	76	51	0	0	0	4	0	0	47	160	0	7	17	0	1109	613	65	408	357	0.2157
Public Class	android.hardware.display.VirtualDisplay	356	296	5	5	0	0	23	1	5	0	0	5	17	33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	1	4	149	2.3893
Public Class	android.hardware.GeomagneticField	2382	884	22	17	0	0	228	2	17	0	0	4	23	80	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	18	55	43.3091
Public Class	android.hardware.input.InputManager	30	11	343	34	0	0	422	5	86	0	0	26	39	89	2	0	0	0	2	3	2	0	0	1	0	0	0	2	3	0	0	0	0	0	1	12	8	32	3	1	0	0	0	0	0	0	0	0	0	8	42	23	2	0	0	0	0	0	81	55	11	19	29	0	336	641	358	132	71	0.4225
Public Class	android.hardware.location.GeofenceHardwareRequest	2079	874	4	4	1	1	60	0	14	0	0	1	27	86	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	3	0	-1.0000
Public Class	android.hardware.Sensor	3793	1770	645	94	1	1	133	2	21	0	0	5	29	94	3	7	4	0	0	8	41	14	6	0	0	0	20	20	0	0	0	3	1	3	0	85	0	90	0	0	0	0	0	0	0	0	0	0	0	0	23	114	3	0	0	0	0	0	117	73	0	0	10	0	516	508	160	478	717	5.2901
Public Class	android.hardware.SensorEvent	2045	1868	186	106	1	1	9	0	1	0	0	1	14	75	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	72	0	102	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	120	228	57	200	1105	1.8507
Public Interface	android.hardware.SensorEventListener	2140	1029	12	12	0	0	4	0	2	0	12	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	9	1152	1.8576
Public Interface	android.hardware.SensorListener	82	43	13	9	0	0	4	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	9	44	1.8636
Public Abstract Class	android.hardware.SensorManager	8590	2036	3202	183	0	0	454	4	83	0	1	14	47	99	1	4	2	0	11	79	63	26	17	4	2	0	96	77	46	23	26	18	1	74	2	239	16	181	44	42	2	12	14	0	0	6	0	0	0	6	170	74	2	0	0	0	5	6	467	846	47	133	306	8	1216	2606	1431	2829	1598	5.3755
Public Class	android.hardware.TriggerEvent	2	2	12	12	1	1	8	0	1	0	0	1	14	66	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12	0	6	0	-1.0000
Public Abstract Class	android.hardware.TriggerEventListener	1	1	19	19	0	0	3	0	1	0	0	1	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	16	0	12	2	0.5000
Public Class	android.hardware.usb.UsbAccessory	312	166	301	37	0	0	111	1	22	0	0	4	27	75	4	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	33	15	0	7	7	0	0	0	0	0	0	0	0	29	39	0	0	0	0	0	0	52	7	14	0	80	0	252	454	45	243	7	44.5714
Public Class	android.hardware.usb.UsbDevice	1128	279	152	20	0	0	104	1	19	0	0	5	32	81	2	28	0	0	0	76	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	159	319	36	119	112	10.0714
Public Class	android.hardware.usb.UsbDeviceConnection	828	284	147	25	1	1	73	1	17	0	0	8	37	98	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	21	24	16	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	24	0	121	101	104	126	67	12.3582
Public Class	android.hardware.usb.UsbEndpoint	1496	963	66	10	0	0	60	0	11	0	0	5	24	65	2	16	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	55	131	16	54	54	27.7037
Public Class	android.hardware.usb.UsbInterface	528	128	60	16	0	0	63	0	10	0	0	5	23	65	2	20	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	112	13	48	62	8.5161
Public Class	android.hardware.usb.UsbManager	1086	349	266	57	1	1	148	3	32	0	0	13	27	91	4	7	0	0	0	8	2	0	0	4	0	0	0	0	0	0	4	2	0	2	0	35	2	53	7	0	0	0	0	0	0	0	0	0	0	0	33	16	0	0	0	4	0	2	37	28	0	8	8	0	265	447	100	228	83	13.0843
Public Class	android.hardware.usb.UsbRequest	751	454	98	14	0	0	80	2	16	0	0	11	30	87	2	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	16	0	12	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	24	12	0	0	4	0	101	117	24	74	33	22.7576
Public Abstract Class	android.inputmethodservice.AbstractInputMethodService	1	1	59	24	0	0	79	1	8	3	1	13	262	85	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	0	0	0	0	0	6	0	12	56	9	59	0	-1.0000
Public Class	android.inputmethodservice.ExtractEditText	177	151	190	49	0	0	86	2	25	3	0	7	1041	67	3	0	0	0	0	7	6	0	0	0	0	0	9	2	0	0	13	0	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	54	7	0	0	0	0	0	0	12	11	0	2	18	0	37	126	86	178	5	35.4000
Public Class	android.inputmethodservice.InputMethodService	718	450	2119	183	1	1	1235	6	273	4	1	66	358	95	3	0	0	0	0	12	3	37	35	4	0	0	39	25	6	3	68	4	1	19	0	53	10	179	26	1	0	2	0	0	0	0	0	0	0	0	142	76	0	0	0	0	2	0	699	342	6	113	207	0	254	767	442	1293	39	18.4103
Public Class	android.inputmethodservice.Keyboard	800	517	251	35	0	0	556	7	68	0	1	20	42	92	3	0	0	0	0	0	4	0	0	4	4	0	8	0	0	0	4	0	1	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	14	26	0	0	0	0	0	0	70	30	0	12	40	0	100	157	145	227	32	25.0000
Public Class	android.inputmethodservice.KeyboardView	1097	510	2959	119	1	1	1166	5	180	1	1	49	697	95	3	0	0	0	0	19	42	45	43	0	0	0	141	87	5	8	68	15	1	12	0	8	12	115	14	0	0	14	0	0	0	0	0	0	0	8	46	134	0	0	0	0	0	0	789	919	41	105	265	0	486	1965	739	2117	42	26.1190
Public Class	android.location.Address	9320	3548	80	14	0	0	316	2	63	0	0	14	57	91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	30	15	0	0	0	0	0	0	21	0	0	0	0	0	46	48	0	54	648	14.3827
Public Class	android.location.Criteria	5677	1876	418	28	0	0	191	1	47	0	0	6	40	87	1	0	0	0	0	8	28	12	0	6	0	0	0	6	0	0	22	0	1	0	0	41	0	26	0	0	0	0	0	0	0	0	0	0	0	0	69	78	0	0	0	0	0	0	84	20	0	0	16	0	800	403	121	543	543	10.4549
Public Class	android.location.Geocoder	6158	2226	89	31	0	0	103	2	22	0	0	14	19	33	1	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	29	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	2	8	0	0	8	0	71	57	8	163	431	14.2877
Public Class	android.location.GpsSatellite	150	51	4	4	0	0	43	0	9	0	0	0	22	79	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	52	2.8846
Public Class	android.location.GpsStatus	117	58	60	20	0	0	92	2	12	0	0	2	20	85	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	32	0	0	47	50	10	71	41	2.8537
Public Class	android.location.Location	48041	12090	415	55	0	0	495	2	101	0	0	19	61	90	1	5	0	0	0	0	0	6	0	5	0	0	0	0	0	0	15	0	1	3	5	99	10	53	0	0	0	0	0	0	0	0	0	0	0	0	22	14	0	0	0	0	0	0	91	28	0	0	57	0	430	597	480	518	7832	6.1339
Public Interface	android.location.LocationListener	17186	4890	8	8	0	0	6	0	4	0	12	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5	1272	13.5110
Public Class	android.location.LocationManager	32043	8063	2527	162	0	0	647	2	102	0	0	26	63	92	1	6	0	0	28	39	37	4	3	0	4	0	7	35	4	0	12	12	1	30	0	617	20	160	32	43	0	0	8	0	0	0	0	0	0	8	122	60	0	0	0	0	0	0	352	616	0	74	192	0	3908	4139	1761	3329	2921	10.9699
Public Class	android.location.LocationProvider	261	145	293	34	0	0	78	1	22	0	0	5	26	80	1	6	0	0	0	0	6	0	0	0	0	0	3	6	0	0	15	8	1	3	0	11	0	32	9	3	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	66	93	3	9	6	0	529	454	179	414	44	5.9318
Public Class	android.media.AsyncPlayer	63	46	565	18	0	0	143	2	18	0	0	14	21	76	1	2	0	0	0	0	36	0	9	0	0	0	0	11	0	0	18	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	9	27	0	0	0	0	0	0	139	224	33	9	30	0	368	596	354	492	6	10.5000
Public Class	android.media.AudioFormat	52	40	198	26	0	0	63	0	0	0	0	1	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	107	198	220	299	1	52.0000
Public Class	android.media.audiofx.AcousticEchoCanceler	419	287	18	6	0	0	24	1	6	1	0	5	69	66	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	18	0	10	55	7.6182
Public Class	android.media.audiofx.AudioEffect	1590	994	191	34	0	0	537	2	83	0	9	24	66	98	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	4	0	28	0	28	0	0	0	0	4	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	30	36	0	18	3	0	85	365	326	210	16	99.3750
Public Class	android.media.audiofx.AutomaticGainControl	383	276	18	6	0	0	24	1	6	1	0	5	69	66	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	18	0	10	16	23.9375
Public Class	android.media.audiofx.BassBoost	53	19	21	9	0	0	116	1	9	1	0	9	73	77	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	19	26	19	21	2.5238
Public Class	android.media.audiofx.EnvironmentalReverb	73	23	6	6	0	0	298	1	25	1	0	8	90	93	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	9	0	-1.0000
Public Class	android.media.audiofx.Equalizer	159	53	21	9	0	0	260	3	26	1	0	10	81	90	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	19	26	19	67	2.3731
Public Class	android.media.audiofx.LoudnessEnhancer	4	1	6	6	0	0	118	1	10	1	0	9	73	74	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	4	5	0.8000
Public Class	android.media.audiofx.NoiseSuppressor	397	282	16	6	0	0	24	1	6	1	0	5	69	66	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	20	16	0	9	22	18.0455
Public Class	android.media.audiofx.PresetReverb	88	26	6	6	0	0	111	1	7	1	0	8	72	90	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	9	2	44.0000
Public Class	android.media.audiofx.Virtualizer	6	4	21	9	0	0	116	1	9	1	0	9	73	77	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	19	26	19	8	0.7500
Public Class	android.media.audiofx.Visualizer	2058	1036	118	34	0	0	322	3	44	0	0	17	50	93	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	28	0	0	0	0	0	0	0	0	0	0	0	4	26	12	0	0	0	0	0	0	6	16	2	2	0	0	159	192	65	137	16	128.6250
Public Class	android.media.AudioManager	9238	2433	3274	374	1	1	1081	3	222	0	0	31	111	98	1	8	0	0	3	40	54	92	16	12	0	0	102	81	19	3	38	7	1	60	0	329	12	372	30	29	0	0	5	0	0	0	0	0	0	9	278	244	0	0	0	3	0	0	554	445	4	133	290	0	2196	3349	2446	3202	3661	2.5234
Public Class	android.media.AudioRecord	5591	1501	764	89	0	0	353	2	72	0	0	18	55	94	3	6	0	0	8	12	28	0	4	22	0	0	22	0	0	2	32	0	1	8	0	102	0	85	6	0	0	10	0	0	0	0	0	0	0	4	16	16	0	0	0	0	8	0	133	76	3	27	94	0	209	446	249	534	413	13.5375
Public Class	android.media.AudioTrack	4610	1728	1104	130	0	0	565	2	114	0	0	18	88	95	3	2	0	0	4	9	15	14	18	8	2	2	28	18	0	4	57	0	1	8	0	206	0	126	15	2	0	0	0	0	0	2	0	0	0	2	60	20	0	0	0	2	4	0	174	148	4	39	76	0	269	837	279	822	843	5.4686
Public Class	android.media.CamcorderProfile	10460	5973	612	55	1	1	104	2	10	0	0	5	21	93	3	0	0	0	0	12	12	0	0	60	0	0	0	0	0	0	10	10	0	5	0	31	0	52	6	0	0	0	0	0	0	0	0	0	0	0	30	115	60	0	0	0	0	0	96	30	0	7	73	0	295	836	307	612	86	121.6279
Public Class	android.media.CameraProfile	6	2	200	20	0	0	50	2	9	0	0	8	19	83	3	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	6	9	0	17	9	0	0	0	0	0	0	0	0	0	0	0	9	27	0	0	0	0	0	0	66	18	0	6	15	0	54	216	68	199	13	0.4615
Public Abstract Class	android.media.effect.Effect	810	503	2	2	0	0	8	0	5	0	1	2	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	-1.0000
Public Class	android.media.effect.EffectContext	408	323	2	2	0	0	55	2	11	0	0	6	21	75	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	-1.0000
